Keyword/phrase,Phrase type,Pages where used,Used in title count,Used in meta count,Used in H1 count,Used in H2/H3 count,Used in URL count,Used in alt text count,Used in schema count,Total occurrences,Intent category,Notes
ready to be lived,fourgram,/collection/lime-and-gold-cotton-classic,0,0,0,0,0,0,2,2,unknown,
really,unigram,/faqs | /faq,0,0,0,2,0,0,0,2,unknown,
really pre-loved,bigram,/faqs | /faq,0,0,0,2,0,0,0,2,unknown,
recommendation,unigram,/policies/shipping-delivery-policy | /shipping-policy,0,0,0,2,0,0,0,2,unknown,
red and,bigram,/collection/red-blue-madras-check-cotton | /collection/autumn-ember-golden-leaf-cotton,0,0,0,0,0,0,2,2,unknown,
reflects,unigram,/collection/semmanjal-turmeric-gold-kanjeevaram | /collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,2,2,unknown,
reflects the,bigram,/collection/semmanjal-turmeric-gold-kanjeevaram | /collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,2,2,unknown,
refund timeline,bigram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,policy,
regal,unigram,/collection/deep-wine-organza | /collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,2,2,unknown,
regal and,bigram,/collection/deep-wine-organza | /collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,2,2,unknown,
regal and deeply,trigram,/collection/deep-wine-organza | /collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,2,2,unknown,
regal and deeply rooted,fourgram,/collection/deep-wine-organza | /collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,2,2,unknown,
region,unigram,/collection/maroon-chettinad-cotton | /collection/heritage-zari-border-kanjivaram,0,0,0,0,0,0,2,2,unknown,
remains,unigram,/collection/rani-pink-georgette-garden-party | /collection/heritage-zari-border-kanjivaram,0,0,0,0,0,0,2,2,unknown,
rendered in a,trigram,/collection/midnight-tribe-gold-border-cotton | /collection/green-chiffon-with-fancy-border,0,0,0,0,0,0,2,2,unknown,
replicate,unigram,/collection/magenta-cotton | /collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,2,2,unknown,
replicate this,bigram,/collection/magenta-cotton | /collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,2,2,unknown,
represents,unigram,/collection/semmanjal-turmeric-gold-kanjeevaram | /collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,2,2,unknown,
request,unigram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,unknown,
request a,bigram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,unknown,
request a return,trigram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,policy,
reserved for auspicious,trigram,/collection/burnt-orange-temple-border-kanjivaram | /collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,2,2,unknown,
reserved for auspicious occasions,fourgram,/collection/burnt-orange-temple-border-kanjivaram | /collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,2,2,occasion,
respectful,unigram,/sell-your-saree | /collection/tangerine-noir-floral-border-weave,0,0,0,1,0,0,1,2,unknown,
restored saree,bigram,/,0,0,0,1,0,1,0,2,product,
restored saree finding,trigram,/,0,0,0,1,0,1,0,2,product,
restored saree finding its,fourgram,/,0,0,0,1,0,1,0,2,product,
restored silk,bigram,/why,0,0,0,0,0,2,0,2,fabric,
restored silk saree,trigram,/why,0,0,0,0,0,2,0,2,product,
restored silk saree styled,fourgram,/why,0,0,0,0,0,2,0,2,product,
restrained,unigram,/collection/midnight-tribe-gold-border-cotton | /collection/rose-vine-stripe-chiffon-saree,0,0,0,0,0,0,2,2,unknown,
result is a saree,fourgram,/collection/charcoal-gold-organza-heirloom-drape | /collection/rose-vine-stripe-chiffon-saree,0,0,0,0,0,0,2,2,product,
retaining,unigram,/collection/kesari-sunset-chiffon-saree | /collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,2,2,unknown,
retention,unigram,/policies/privacy-policy | /privacy-policy,0,0,0,2,0,0,0,2,unknown,
return approval,bigram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,policy,
return approval and,trigram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,policy,
return approval and pickup,fourgram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,policy,
return is eligible,trigram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,policy,
return is not,trigram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,policy,
return is not eligible,fourgram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,policy,
return window,bigram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,policy,
returned,unigram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,policy,
returned item,bigram,/policies/return-refund-policy | /return-policy,0,0,0,2,0,0,0,2,policy,
returns & exchanges,exact phrase,/policies/return-refund-policy | /return-policy,0,0,2,0,0,0,0,2,policy,
returns & exchanges | from the trunk,exact phrase,/policies/return-refund-policy | /return-policy,2,0,0,0,0,0,0,2,brand,
returns and consignment,trigram,/faqs | /faq,0,2,0,0,0,0,0,2,policy,
returns and consignment for,fourgram,/faqs | /faq,0,2,0,0,0,0,0,2,policy,
returns and exchange,trigram,/policies/return-refund-policy | /return-policy,0,2,0,0,0,0,0,2,policy,
returns and exchange policy,fourgram,/policies/return-refund-policy | /return-policy,0,2,0,0,0,0,0,2,policy,
returns exchanges from,trigram,/policies/return-refund-policy | /return-policy,2,0,0,0,0,0,0,2,policy,
returns exchanges from the,fourgram,/policies/return-refund-policy | /return-policy,2,0,0,0,0,0,0,2,policy,
returns to the,trigram,/,0,0,0,1,0,1,0,2,policy,
returns to the wardrobe,fourgram,/,0,0,0,1,0,1,0,2,policy,
revered,unigram,/collection/nava-pazham-kanjeevaram-silk,0,1,0,0,0,0,1,2,unknown,
revered motifs,bigram,/collection/nava-pazham-kanjeevaram-silk,0,1,0,0,0,0,1,2,unknown,
revered motifs in,trigram,/collection/nava-pazham-kanjeevaram-silk,0,1,0,0,0,0,1,2,unknown,
review process,bigram,/sell-your-saree | /policies/sell-with-us-policy,0,1,0,1,0,0,0,2,unknown,
rewards,unigram,/collection/tangerine-noir-floral-border-weave | /collection/blush-green-handwoven-cotton-drape,0,0,0,0,0,0,2,2,unknown,
rhythm,unigram,/collection/maroon-chettinad-cotton | /collection/violet-bloom-cotton-drape,0,0,0,0,0,0,2,2,unknown,
rhythm of,bigram,/collection/maroon-chettinad-cotton | /collection/violet-bloom-cotton-drape,0,0,0,0,0,0,2,2,unknown,
rhythm of a,trigram,/collection/maroon-chettinad-cotton | /collection/violet-bloom-cotton-drape,0,0,0,0,0,0,2,2,unknown,
rich luminous,bigram,/collection/semmanjal-turmeric-gold-kanjeevaram | /collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,2,2,unknown,
richer,unigram,/collection/verdant-bloom-silk-burgundy-gold-border | /collection/reddish-mango-cotton-orange-border,0,0,0,0,0,0,2,2,unknown,
right,unigram,/collection/marigold-moss-cotton | /collection/mustard-organza-brown-border-drape,0,0,0,0,0,0,2,2,unknown,
rose silk pre-loved,trigram,/collection/fabric/silk | /collection/rose-silk-green-brown-stripe,1,0,0,0,0,1,0,2,fabric,
rose silk pre-loved silk,fourgram,/collection/fabric/silk | /collection/rose-silk-green-brown-stripe,1,0,0,0,0,1,0,2,fabric,
s covered,bigram,/policies/return-refund-policy | /return-policy,0,2,0,0,0,0,0,2,unknown,
s covered and,trigram,/policies/return-refund-policy | /return-policy,0,2,0,0,0,0,0,2,unknown,
s covered and how,fourgram,/policies/return-refund-policy | /return-policy,0,2,0,0,0,0,0,2,unknown,
s deep,bigram,/collection/heritage-zari-border-kanjivaram | /collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,2,2,unknown,
s privacy,bigram,/policies/privacy-policy | /privacy-policy,0,0,0,2,0,0,0,2,policy,
s returns,bigram,/policies/return-refund-policy | /return-policy,0,2,0,0,0,0,0,2,policy,
s returns and,trigram,/policies/return-refund-policy | /return-policy,0,2,0,0,0,0,0,2,policy,
s returns and exchange,fourgram,/policies/return-refund-policy | /return-policy,0,2,0,0,0,0,0,2,policy,
saffron,unigram,/collection/midnight-kesari-cotton-drape,0,0,0,0,0,0,2,2,unknown,
saree adorned,bigram,/collection/indigo-dusk-silk-cotton,0,1,0,0,0,0,1,2,product,
saree appears,bigram,/collection/sunset-ombr-chiffon-draped-dream | /collection/semmanjal-turmeric-gold-kanjeevaram,0,0,0,0,0,0,2,2,product,
saree appears to,trigram,/collection/sunset-ombr-chiffon-draped-dream | /collection/semmanjal-turmeric-gold-kanjeevaram,0,0,0,0,0,0,2,2,product,
saree appears to be,fourgram,/collection/sunset-ombr-chiffon-draped-dream | /collection/semmanjal-turmeric-gold-kanjeevaram,0,0,0,0,0,0,2,2,product,
saree arrives ready,trigram,/collection/lime-and-gold-cotton-classic,0,0,0,0,0,0,2,2,product,
saree arrives ready to,fourgram,/collection/lime-and-gold-cotton-classic,0,0,0,0,0,0,2,2,product,
saree carries that exact,fourgram,/collection/kesari-sunset-chiffon-saree | /collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,2,2,product,
saree carries the,trigram,/collection/maroon-chettinad-cotton | /collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,2,2,product,
saree faqs from,trigram,/faqs | /faq,2,0,0,0,0,0,0,2,product,
saree faqs from the,fourgram,/faqs | /faq,2,0,0,0,0,0,0,2,product,
saree finding,bigram,/,0,0,0,1,0,1,0,2,product,
saree finding its,trigram,/,0,0,0,1,0,1,0,2,product,
saree finding its next,fourgram,/,0,0,0,1,0,1,0,2,product,
saree for the,trigram,/collection/marigold-moss-cotton | /collection/violet-bloom-cotton-drape,0,0,0,0,0,0,2,2,product,
saree for the woman,fourgram,/collection/marigold-moss-cotton | /collection/violet-bloom-cotton-drape,0,0,0,0,0,0,2,2,product,
saree fully,bigram,/collection,0,0,0,2,0,0,0,2,product,
saree fully vouched,trigram,/collection,0,0,0,2,0,0,0,2,product,
saree fully vouched for,fourgram,/collection,0,0,0,2,0,0,0,2,product,
saree house,bigram,/our-team | /founders,0,2,0,0,0,0,0,2,product,
saree house for,trigram,/our-team | /founders,0,2,0,0,0,0,0,2,product,
saree house for authenticated,fourgram,/our-team | /founders,0,2,0,0,0,0,0,2,product,
saree is reserved,trigram,/faqs | /faq,0,0,0,2,0,0,0,2,product,
saree lives,bigram,/collection/teal-blue-moody-silk-drape | /collection/midnight-kesari-cotton-drape,0,0,0,0,0,0,2,2,product,
saree lives in,trigram,/collection/teal-blue-moody-silk-drape | /collection/midnight-kesari-cotton-drape,0,0,0,0,0,0,2,2,product,
saree lives in that,fourgram,/collection/teal-blue-moody-silk-drape | /collection/midnight-kesari-cotton-drape,0,0,0,0,0,0,2,2,product,
saree made,bigram,/collection/maroon-chettinad-cotton | /collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,2,2,product,
saree many,bigram,/,0,0,0,1,0,1,0,2,product,
saree many ways,trigram,/,0,0,0,1,0,1,0,2,product,
saree many ways to,fourgram,/,0,0,0,1,0,1,0,2,product,
saree pre-loved georgette,trigram,/collection | /collection/fabric/georgette,0,0,0,0,0,2,0,2,product,
saree pre-loved georgette saree,fourgram,/collection | /collection/fabric/georgette,0,0,0,0,0,2,0,2,product,
saree s,bigram,/collection/verdant-bloom-silk-burgundy-gold-border | /collection/midnight-tribe-gold-border-cotton,0,0,0,0,0,0,2,2,product,
saree styled,bigram,/why,0,0,0,0,0,2,0,2,product,
saree styled for,trigram,/why,0,0,0,0,0,2,0,2,product,
saree styled for a,fourgram,/why,0,0,0,0,0,2,0,2,product,
saree that carries,trigram,/collection/charcoal-gold-organza-heirloom-drape | /collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,2,2,product,
saree that has already,fourgram,/collection/rani-pink-georgette-garden-party | /collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,2,2,product,
saree that has known,fourgram,/collection/pressed-bloom-sheer-chiffon | /collection/nila-blue-gold-zari-silk,0,0,0,0,0,0,2,2,product,
saree that moves,trigram,/collection/green-chiffon-with-fancy-border | /collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,2,2,product,
saree that was,trigram,/collection/heritage-zari-border-kanjivaram | /collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,2,2,product,
saree timelines,bigram,/policies/shipping-delivery-policy | /shipping-policy,0,2,0,0,0,0,0,2,product,
saree timelines coverage,trigram,/policies/shipping-delivery-policy | /shipping-policy,0,2,0,0,0,0,0,2,product,
saree timelines coverage and,fourgram,/policies/shipping-delivery-policy | /shipping-policy,0,2,0,0,0,0,0,2,product,
saree was,bigram,/collection/mustard-organza-brown-border-drape | /collection/twilight-orange-cotton-weave,0,0,0,0,0,0,2,2,product,
saree wears,bigram,/collection/orange-blossom-cotton-weave | /collection/brown-kapi-cotton-black-line-border,0,0,0,0,0,0,2,2,product,
saree wears that,trigram,/collection/orange-blossom-cotton-weave | /collection/brown-kapi-cotton-black-line-border,0,0,0,0,0,0,2,2,product,
sarees and,bigram,/our-team | /founders,0,2,0,0,0,0,0,2,product,
sarees and restored,trigram,/our-team | /founders,0,2,0,0,0,0,0,2,product,
sarees and restored indian,fourgram,/our-team | /founders,0,2,0,0,0,0,0,2,product,
sarees at,bigram,/faqs | /faq,0,2,0,0,0,0,0,2,product,
sarees at from,trigram,/faqs | /faq,0,2,0,0,0,0,0,2,product,
sarees at from the,fourgram,/faqs | /faq,0,2,0,0,0,0,0,2,product,
sarees authentic,bigram,/faqs | /faq,0,0,0,2,0,0,0,2,product,
sarees from from,trigram,/collection/fabric/silk | /collection/fabric/georgette,0,2,0,0,0,0,0,2,product,
sarees from from the,fourgram,/collection/fabric/silk | /collection/fabric/georgette,0,2,0,0,0,0,0,2,product,
sarees in,bigram,/faqs | /faq,0,0,0,2,0,0,0,2,product,
sarees in india,trigram,/faqs | /faq,0,0,0,2,0,0,0,2,product,
sarees of,bigram,/collection/verdant-bloom-silk-burgundy-gold-border | /collection/red-blue-madras-check-cotton,0,0,0,0,0,0,2,2,product,
sarees online,bigram,/sell-your-saree | /collection/fabric/silk,2,0,0,0,0,0,0,2,product,
sarees really,bigram,/faqs | /faq,0,0,0,2,0,0,0,2,product,
sarees really pre-loved,trigram,/faqs | /faq,0,0,0,2,0,0,0,2,product,
sarees sustainable,bigram,/faqs | /faq,0,0,0,2,0,0,0,2,product,
sarees what,bigram,/policies/return-refund-policy | /return-policy,0,2,0,0,0,0,0,2,product,
sarees what s,trigram,/policies/return-refund-policy | /return-policy,0,2,0,0,0,0,0,2,product,
sarees what s covered,fourgram,/policies/return-refund-policy | /return-policy,0,2,0,0,0,0,0,2,product,
saturated,unigram,/collection/maroon-chettinad-cotton | /collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,2,2,unknown,
seems,unigram,/collection/orange-blossom-cotton-weave | /collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,2,2,unknown,
seems to,bigram,/collection/orange-blossom-cotton-weave | /collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,2,2,unknown,
seen,unigram,/ | /collection/indigo-plum-tied-silk-saree,0,0,0,1,0,0,1,2,unknown,
selai green pre-loved,trigram,/collection/fabric/silk | /collection/moss-green-lightweight-silk-selai,1,0,0,0,0,1,0,2,unknown,
selai green pre-loved silk,fourgram,/collection/fabric/silk | /collection/moss-green-lightweight-silk-selai,1,0,0,0,0,1,0,2,fabric,
selvedge is intact,trigram,/collection/thangam-golden-weave-kanjivaram | /collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,2,2,unknown,
selvedge with,bigram,/collection/green-chiffon-with-fancy-border | /collection/violet-bloom-cotton-drape,0,0,0,0,0,0,2,2,unknown,
shade of green,trigram,/collection/green-chiffon-with-fancy-border | /collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,2,2,unknown,
shade of green that,fourgram,/collection/green-chiffon-with-fancy-border | /collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,2,2,unknown,
shade that,bigram,/collection/maroon-chettinad-cotton | /collection/reddish-mango-cotton-orange-border,0,0,0,0,0,0,2,2,unknown,
shades,unigram,/collection/semmanjal-turmeric-gold-kanjeevaram | /collection/kempu-pachai-and-bandhani,0,0,0,0,0,0,2,2,unknown,
shape,unigram,/collection/blush-green-handwoven-cotton-drape | /collection/violet-bloom-cotton-drape,0,0,0,0,0,0,2,2,unknown,
shape of,bigram,/collection/blush-green-handwoven-cotton-drape | /collection/violet-bloom-cotton-drape,0,0,0,0,0,0,2,2,unknown,
shape of the,trigram,/collection/blush-green-handwoven-cotton-drape | /collection/violet-bloom-cotton-drape,0,0,0,0,0,0,2,2,unknown,
sharing,unigram,/policies/privacy-policy | /privacy-policy,0,0,0,2,0,0,0,2,unknown,
sharing of,bigram,/policies/privacy-policy | /privacy-policy,0,0,0,2,0,0,0,2,unknown,
sharing of information,trigram,/policies/privacy-policy | /privacy-policy,0,0,0,2,0,0,0,2,unknown,
she wanted,bigram,/collection/reddish-mango-cotton-orange-border | /collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,2,2,unknown,
she wanted to,trigram,/collection/reddish-mango-cotton-orange-border | /collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,2,2,unknown,
she wanted to feel,fourgram,/collection/reddish-mango-cotton-orange-border | /collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,2,2,unknown,
sheer chiffon pre-loved,trigram,/collection/pressed-bloom-sheer-chiffon | /collection/fabric/chiffon,1,0,0,0,0,1,0,2,fabric,
sheer chiffon pre-loved chiffon,fourgram,/collection/pressed-bloom-sheer-chiffon | /collection/fabric/chiffon,1,0,0,0,0,1,0,2,fabric,
sheer enough,bigram,/collection/mustard-organza-brown-border-drape | /collection/midnight-zari-georgette,0,0,0,0,0,0,2,2,unknown,
sheer enough to,trigram,/collection/mustard-organza-brown-border-drape | /collection/midnight-zari-georgette,0,0,0,0,0,0,2,2,unknown,
sheer enough to breathe,fourgram,/collection/mustard-organza-brown-border-drape | /collection/midnight-zari-georgette,0,0,0,0,0,0,2,2,unknown,
sheer fabric,bigram,/collection/kesari-sunset-chiffon-saree | /collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,2,2,fabric,
sheer fabric catching,trigram,/collection/kesari-sunset-chiffon-saree | /collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,2,2,fabric,
sheer fabric catching the,fourgram,/collection/kesari-sunset-chiffon-saree | /collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,2,2,fabric,
ship,unigram,/faqs | /faq,0,0,0,2,0,0,0,2,unknown,
ship the,bigram,/faqs | /faq,0,0,0,2,0,0,0,2,unknown,
ship the sarees,trigram,/faqs | /faq,0,0,0,2,0,0,0,2,product,
shipments,unigram,/policies/shipping-delivery-policy | /shipping-policy,0,0,0,2,0,0,0,2,unknown,
shipping & delivery,exact phrase,/policies/shipping-delivery-policy | /shipping-policy,0,0,2,0,0,0,0,2,policy,
shipping & delivery | from the trunk,exact phrase,/policies/shipping-delivery-policy | /shipping-policy,2,0,0,0,0,0,0,2,brand,
shipping delivery from,trigram,/policies/shipping-delivery-policy | /shipping-policy,2,0,0,0,0,0,0,2,policy,
shipping delivery from the,fourgram,/policies/shipping-delivery-policy | /shipping-policy,2,0,0,0,0,0,0,2,policy,
shipping returns,bigram,/faqs | /faq,0,2,0,0,0,0,0,2,policy,
shipping returns and,trigram,/faqs | /faq,0,2,0,0,0,0,0,2,policy,
shipping returns and consignment,fourgram,/faqs | /faq,0,2,0,0,0,0,0,2,policy,
ships your,bigram,/policies/shipping-delivery-policy | /shipping-policy,0,2,0,0,0,0,0,2,unknown,
ships your pre-loved,trigram,/policies/shipping-delivery-policy | /shipping-policy,0,2,0,0,0,0,0,2,unknown,
ships your pre-loved saree,fourgram,/policies/shipping-delivery-policy | /shipping-policy,0,2,0,0,0,0,0,2,product,
shop authenticated,bigram,/ | /collection/fabric/silk,0,2,0,0,0,0,0,2,trust,
shop authenticated pre-loved,trigram,/ | /collection/fabric/silk,0,2,0,0,0,0,0,2,trust,
shop with,bigram,/policies/terms-of-service | /terms-of-service,0,2,0,0,0,0,0,2,unknown,
