URL,Image src,Image file/source,Alt text,Alt text missing?,Decorative image?,Width/height if available,Lazy loading,Product image?,Open Graph image?,Issue,Recommendation
/_global-error,/_next/image?url=%2F404%2FEmpty_Collection_Filter_Result.avif&w=1920&q=75,page-L19nbG9iYWwtZXJyb3I-image-4,Open trunk with folded sarees and an empty story-card compartment,no,no/unknown,1448x1086,eager/unspecified,no/unknown,no,,
/collection/fabric/chiffon,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vZmFicmljL2NoaWZmb24-image-1,,no,yes,180x100,eager,no/unknown,no,,
/collection/fabric/chiffon,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vZmFicmljL2NoaWZmb24-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/collection/fabric/chiffon,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vZmFicmljL2NoaWZmb24-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/collection/fabric/chiffon,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030509883-img-6485.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL2NoaWZmb24-image-4,"Tangerine Noir Floral Border Weave, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/chiffon,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776600071387-img-6523.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL2NoaWZmb24-image-5,"Kesari Sunset Chiffon Saree, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/chiffon,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776776510942-dsc00069-2.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL2NoaWZmb24-image-6,"Magenta Mist Chiffon Drape, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/chiffon,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776583599077-img-7369.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL2NoaWZmb24-image-7,"Mint Chiffon Garden Border Saree, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/chiffon,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775896526791-img-7451.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL2NoaWZmb24-image-8,"Pressed Bloom Sheer Chiffon, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/georgette,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vZmFicmljL2dlb3JnZXR0ZQ-image-1,,no,yes,180x100,eager,no/unknown,no,,
/collection/fabric/georgette,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vZmFicmljL2dlb3JnZXR0ZQ-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/collection/fabric/georgette,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vZmFicmljL2dlb3JnZXR0ZQ-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/collection/fabric/georgette,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777027742233-dsc09390.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL2dlb3JnZXR0ZQ-image-4,"Sunset Ombré Chiffon Draped Dream, pre-loved Georgette saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/georgette,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776947396439-img-7308.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL2dlb3JnZXR0ZQ-image-5,"Midnight Garden Georgette Saree, pre-loved Georgette saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/georgette,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776308348251-img-7236.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL2dlb3JnZXR0ZQ-image-6,"Rani Pink Georgette, pre-loved Georgette saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/georgette,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775973570941-img-2204.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL2dlb3JnZXR0ZQ-image-7,"Midnight Gold Embroidered Georgette, pre-loved Georgette saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/kanjeevaram,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vZmFicmljL2thbmplZXZhcmFt-image-1,,no,yes,180x100,eager,no/unknown,no,,
/collection/fabric/kanjeevaram,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vZmFicmljL2thbmplZXZhcmFt-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/collection/fabric/kanjeevaram,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vZmFicmljL2thbmplZXZhcmFt-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/collection/occasion/festive,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vb2NjYXNpb24vZmVzdGl2ZQ-image-1,,no,yes,180x100,eager,no/unknown,no,,
/collection/occasion/festive,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vb2NjYXNpb24vZmVzdGl2ZQ-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/collection/occasion/festive,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vb2NjYXNpb24vZmVzdGl2ZQ-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/collection/occasion/wedding,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vb2NjYXNpb24vd2VkZGluZw-image-1,,no,yes,180x100,eager,no/unknown,no,,
/collection/occasion/wedding,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vb2NjYXNpb24vd2VkZGluZw-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/collection/occasion/wedding,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vb2NjYXNpb24vd2VkZGluZw-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/faq,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2ZhcQ-image-1,,no,yes,180x100,eager,no/unknown,no,,
/faq,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2ZhcQ-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/faq,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2ZhcQ-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/about,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2Fib3V0-image-1,,no,yes,180x100,eager,no/unknown,no,,
/about,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2Fib3V0-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/about,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2Fib3V0-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/about,/_next/image?url=%2Fcategory%2Fkanjiverram-lcp.webp&w=1920&q=75,page-L2Fib3V0-image-4,,no,yes,?x?,eager/unspecified,no/unknown,no,,
/about,/_next/image?url=%2Fcategory%2Fsilk-lcp.webp&w=1920&q=75,page-L2Fib3V0-image-5,A restored From the Trunk saree,no,no/unknown,?x?,lazy,no/unknown,no,,
/about,/_next/image?url=%2FFtt_logo_navbar.avif&w=512&q=75,page-L2Fib3V0-image-6,From the Trunk,no,no/unknown,220x104,lazy,no/unknown,no,,
/stories,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L3N0b3JpZXM-image-1,,no,yes,180x100,eager,no/unknown,no,,
/stories,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L3N0b3JpZXM-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/stories,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L3N0b3JpZXM-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/stories,/_next/image?url=%2Fcategory%2Fkanjiverram-lcp.webp&w=1920&q=75,page-L3N0b3JpZXM-image-4,,no,yes,?x?,eager/unspecified,no/unknown,no,,
/stories,/_next/image?url=%2Fcategory%2Fsilk-lcp.webp&w=1920&q=75,page-L3N0b3JpZXM-image-5,A restored From the Trunk saree,no,no/unknown,?x?,lazy,no/unknown,no,,
/stories,/_next/image?url=%2FFtt_logo_navbar.avif&w=512&q=75,page-L3N0b3JpZXM-image-6,From the Trunk,no,no/unknown,220x104,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L3NlYXJjaD9xPXNpbGs-image-1,,no,yes,180x100,eager,no/unknown,no,,
/search?q=silk,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L3NlYXJjaD9xPXNpbGs-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L3NlYXJjaD9xPXNpbGs-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949520533-2.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-4,"Indigo & Plum Tied Silk Saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949076846-img-6665-2.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-5,"Forest & Flame Tie Dye Silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776939788221-img-1467.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-6,"Green Garden Silk Burgundy Zari Edge, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776939158515-img-1609.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-7,"Pink Katan temple border, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776938527154-img-7278.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-8,"Forest green silk black gold, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776934258040-img-1975.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-9,"Teal moody silk saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776933816491-img-1834.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-10,"Rose silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776859793015-img-7192-2.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-11,"Indigo Dusk, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776781073377-img-7153-2.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-12,"Magenta Cotton Gold Zari Border, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776780569488-img-7408-3.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-13,"Red Blue Madras Check Cotton, pre-loved Cotton Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776777954480-dsc09195-2.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-14,"Midnight Kesari Cotton Drape, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776680761820-img-7017.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-15,"Brown and Mustard light Silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775833070169-dsc09223.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-16,"MAYIL, pre-loved Kanjeevaram Mix saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775805403360-dsc09282.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-17,"Kanchipuram Burnt Orange Heirloom Silk, pre-loved Kanjeevaram saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775753011312-img-6410.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-18,"Semmanjal kanjivaram, pre-loved Kanjeevaram saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775663367854-img-2169.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-19,"Thangam Golden Weave Kanjivaram, pre-loved Kanjeevaram saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775660537196-img-7328.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-20,"Violet Bloom Cotton Drape, pre-loved Georgette saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776951045608-img-2149.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-21,"Soft Girl Selai Green, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775622396373-img-2091.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-22,"Classic Gold Weave Kanjivaram, pre-loved Kanjeevaram saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fmgkwfyatucnr0yzo.public.blob.vercel-storage.com%2Fmedia%2F1775564943332-img-2125.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-23,"Nava Pazham, pre-loved Kanjeevaram saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775461171537-img-1658.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-24,"Nila Blue Gold Zari Silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/search?q=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775403328643-img-1431.jpg&w=1920&q=70,page-L3NlYXJjaD9xPXNpbGs-image-25,"Kempu Pachai & Bandhani, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-1,,no,yes,180x100,eager,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=%2Fbanner%2Fcollection_banner-mobile.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-4,From the Trunk collection banner,no,no/unknown,?x?,eager/unspecified,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949520533-2.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-5,"Indigo & Plum Tied Silk Saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949076846-img-6665-2.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-6,"Forest & Flame Tie Dye Silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776939788221-img-1467.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-7,"Green Garden Silk Burgundy Zari Edge, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776939158515-img-1609.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-8,"Pink Katan temple border, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776938527154-img-7278.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-9,"Forest green silk black gold, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776934258040-img-1975.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-10,"Teal moody silk saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776933816491-img-1834.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-11,"Rose silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776780569488-img-7408-3.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-12,"Red Blue Madras Check Cotton, pre-loved Cotton Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776777954480-dsc09195-2.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-13,"Midnight Kesari Cotton Drape, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?fabric=silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776680761820-img-7017.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_ZmFicmljPXNpbGs-image-14,"Brown and Mustard light Silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?occasion=wedding,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24_b2NjYXNpb249d2VkZGluZw-image-1,,no,yes,180x100,eager,no/unknown,no,,
/collection?occasion=wedding,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24_b2NjYXNpb249d2VkZGluZw-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/collection?occasion=wedding,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24_b2NjYXNpb249d2VkZGluZw-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/collection?occasion=wedding,/_next/image?url=%2Fbanner%2Fcollection_banner-mobile.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24_b2NjYXNpb249d2VkZGluZw-image-4,From the Trunk collection banner,no,no/unknown,?x?,eager/unspecified,no/unknown,no,,
/collection?occasion=wedding,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030509883-img-6485.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_b2NjYXNpb249d2VkZGluZw-image-5,"Tangerine Noir Floral Border Weave, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?occasion=wedding,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777027742233-dsc09390.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_b2NjYXNpb249d2VkZGluZw-image-6,"Sunset Ombré Chiffon Draped Dream, pre-loved Georgette saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?occasion=wedding,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949520533-2.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_b2NjYXNpb249d2VkZGluZw-image-7,"Indigo & Plum Tied Silk Saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?occasion=wedding,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776947766849-img-1763.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_b2NjYXNpb249d2VkZGluZw-image-8,"Marigold & Moss cotton, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?occasion=wedding,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776947396439-img-7308.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_b2NjYXNpb249d2VkZGluZw-image-9,"Midnight Garden Georgette Saree, pre-loved Georgette saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?occasion=wedding,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776939788221-img-1467.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_b2NjYXNpb249d2VkZGluZw-image-10,"Green Garden Silk Burgundy Zari Edge, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection?tags=top-viewed,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24_dGFncz10b3Atdmlld2Vk-image-1,,no,yes,180x100,eager,no/unknown,no,,
/collection?tags=top-viewed,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24_dGFncz10b3Atdmlld2Vk-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/collection?tags=top-viewed,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24_dGFncz10b3Atdmlld2Vk-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/collection?tags=top-viewed,/_next/image?url=%2Fbanner%2Fcollection_banner-mobile.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24_dGFncz10b3Atdmlld2Vk-image-4,From the Trunk collection banner,no,no/unknown,?x?,eager/unspecified,no/unknown,no,,
/collection?tags=top-viewed,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030509883-img-6485.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24_dGFncz10b3Atdmlld2Vk-image-5,"Tangerine Noir Floral Border Weave, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
