Word,Count,Pages used,First page found,Appears in SEO-critical location?,Location examples,Notes
checkedtextilesilkmeasurementsstandard,12,/collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/coral-sunrise-chiffon-georgette-saree,/collection/indigo-plum-tied-silk-saree,no,/collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body,
coral,12,/collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani,/collection/indigo-plum-tied-silk-saree,yes,/collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body,
credentials,12,/policies/privacy-policy | /policies/terms-of-service | /privacy-policy | /terms-of-service,/policies/privacy-policy,no,/policies/privacy-policy: body | /policies/terms-of-service: body | /privacy-policy: body | /terms-of-service: body,
heirloom,12,/ | /contact | /how-it-works | /sell-your-saree | /policies/sell-with-us-policy | /collection/fabric/silk | /collection/charcoal-gold-organza-heirloom-drape | /collection/burnt-orange-temple-border-kanjivaram,/,yes,/: meta | /contact: body | /how-it-works: body | /sell-your-saree: meta | /policies/sell-with-us-policy: body,
marks,12,/how-it-works | /policies/return-refund-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /return-policy | /terms-of-service,/how-it-works,no,/how-it-works: body | /policies/return-refund-policy: body | /policies/terms-of-service: body | /policies/authentication-condition-policy: body | /return-policy: body,
one-of-one,12,/faqs | /how-it-works | /authentication | /sell-your-saree | /policies/terms-of-service | /guides/what-is-a-pre-loved-saree | /terms-of-service | /faq,/faqs,yes,/faqs: body | /how-it-works: body | /authentication: body | /sell-your-saree: body | /policies/terms-of-service: body,
process,12,/faqs | /how-it-works | /authentication | /sell-your-saree | /policies/privacy-policy | /policies/cancellation-policy | /privacy-policy | /faq,/faqs,yes,/faqs: body | /how-it-works: body | /authentication: body | /sell-your-saree: meta | /policies/privacy-policy: body,
returned,12,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,yes,/policies/return-refund-policy: body | /return-policy: body,
risesnew,12,/collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani,/collection/indigo-plum-tied-silk-saree,no,/collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body,
time,12,/ | /faqs | /policies | /policies/privacy-policy | /policies/shipping-delivery-policy | /privacy-policy | /shipping-policy | /faq,/,yes,/: body | /faqs: body | /policies: body | /policies/privacy-policy: body | /policies/shipping-delivery-policy: body,
used,12,/policies/privacy-policy | /policies/return-refund-policy | /policies/terms-of-service | /privacy-policy | /return-policy | /terms-of-service,/policies/privacy-policy,no,/policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/terms-of-service: body | /privacy-policy: body | /return-policy: body,
verified,12,/ | /authentication | /policies/cancellation-policy,/,no,/: body | /authentication: body | /policies/cancellation-policy: body,
wishlist,12,/policies/privacy-policy | /policies/terms-of-service | /privacy-policy | /terms-of-service,/policies/privacy-policy,yes,/policies/privacy-policy: body | /policies/terms-of-service: body | /privacy-policy: body | /terms-of-service: body,
wrap,12,/faqs | /how-it-works | /policies/return-refund-policy | /policies/shipping-delivery-policy | /policies/care-packaging-policy | /return-policy | /shipping-policy | /faq,/faqs,no,/faqs: body | /how-it-works: body | /policies/return-refund-policy: body | /policies/shipping-delivery-policy: body | /policies/care-packaging-policy: body,
6product,11,/collection/marigold-moss-cotton | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/rose-silk-green-brown-stripe | /collection/maroon-chettinad-cotton | /collection/deep-wine-organza | /collection/magenta-cotton | /collection/twilight-orange-cotton-weave | /collection/midnight-tribe-gold-border-cotton | /collection/autumn-ember-golden-leaf-cotton | /collection/midnight-kesari-cotton-drape,/collection/marigold-moss-cotton,no,/collection/marigold-moss-cotton: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body | /collection/rose-silk-green-brown-stripe: body | /collection/maroon-chettinad-cotton: body,
any,11,/faqs | /authentication | /sell-your-saree | /policies/privacy-policy | /policies/shipping-delivery-policy | /policies/sell-with-us-policy | /privacy-policy | /shipping-policy | /faq,/faqs,no,/faqs: body | /authentication: body | /sell-your-saree: body | /policies/privacy-policy: body | /policies/shipping-delivery-policy: body,
carefaqsprivacy,11,/policies/return-refund-policy | /policies/shipping-delivery-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /policies/care-packaging-policy | /policies/cancellation-policy | /policies/sell-with-us-policy | /policies/grievance-redressal | /return-policy | /shipping-policy | /terms-of-service,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /policies/shipping-delivery-policy: body | /policies/terms-of-service: body | /policies/authentication-condition-policy: body | /policies/care-packaging-policy: body,
loved,11,/faqs | /how-it-works | /collection/fabric/silk | /guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree | /collection/fabric/chiffon | /collection/fabric/georgette | /faq,/faqs,no,/faqs: body | /how-it-works: body | /collection/fabric/silk: body | /guides/what-is-a-pre-loved-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
payments,11,/faqs | /policies | /policies/privacy-policy | /policies/terms-of-service | /privacy-policy | /terms-of-service | /faq,/faqs,yes,/faqs: body | /policies: body | /policies/privacy-policy: body | /policies/terms-of-service: body | /privacy-policy: body,
policyshipping,11,/policies/privacy-policy | /policies/return-refund-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /policies/care-packaging-policy | /policies/cancellation-policy | /policies/sell-with-us-policy | /policies/grievance-redressal | /privacy-policy | /return-policy | /terms-of-service,/policies/privacy-policy,no,/policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/terms-of-service: body | /policies/authentication-condition-policy: body | /policies/care-packaging-policy: body,
second-hand,11,/faqs | /guides/pre-loved-vs-second-hand-saree | /faq,/faqs,yes,/faqs: body | /guides/pre-loved-vs-second-hand-saree: title/meta/H1 | /faq: body,
secure,11,/faqs | /policies | /policies/privacy-policy | /policies/terms-of-service | /privacy-policy | /terms-of-service | /faq,/faqs,no,/faqs: body | /policies: body | /policies/privacy-policy: body | /policies/terms-of-service: body | /privacy-policy: body,
submit,11,/faqs | /how-it-works | /policies | /sell-your-saree | /policies/privacy-policy | /policies/terms-of-service | /policies/sell-with-us-policy | /privacy-policy | /terms-of-service | /faq,/faqs,yes,/faqs: body | /how-it-works: body | /policies: body | /sell-your-saree: body | /policies/privacy-policy: body,
000fabriccottongradepre-loved,10,/collection/marigold-moss-cotton | /collection/maroon-chettinad-cotton | /collection/indigo-dusk-silk-cotton | /collection/reddish-mango-cotton-orange-border | /collection/magenta-cotton | /collection/twilight-orange-cotton-weave | /collection/lime-and-gold-cotton-classic | /collection/midnight-tribe-gold-border-cotton | /collection/autumn-ember-golden-leaf-cotton | /collection/brown-kapi-cotton-black-line-border,/collection/marigold-moss-cotton,no,/collection/marigold-moss-cotton: body | /collection/maroon-chettinad-cotton: body | /collection/indigo-dusk-silk-cotton: body | /collection/reddish-mango-cotton-orange-border: body | /collection/magenta-cotton: body,
000the,10,/collection | /top-viewed | /collection/fabric/silk | /collection/kesari-sunset-chiffon-saree | /collection/magenta-mist-chiffon-drape | /collection/green-chiffon-with-fancy-border | /collection/pressed-bloom-sheer-chiffon | /collection/fabric/chiffon | /collection/rose-vine-stripe-chiffon-saree,/collection,no,/collection: body | /top-viewed: body | /collection/fabric/silk: body | /collection/kesari-sunset-chiffon-saree: body | /collection/magenta-mist-chiffon-drape: body,
4product,10,/collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/moonstone-cream-mauve-border-saree | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/mustard-organza-brown-border-drape | /collection/reddish-mango-cotton-orange-border | /collection/orange-blossom-cotton-weave | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/heritage-zari-border-kanjivaram,/collection/indigo-plum-tied-silk-saree,no,/collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: body | /collection/moonstone-cream-mauve-border-saree: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/mustard-organza-brown-border-drape: body,
5product,10,/collection/tangerine-noir-floral-border-weave | /collection/midnight-garden-georgette-saree | /collection/charcoal-gold-organza-heirloom-drape | /collection/beige-organza-peach-bloom | /collection/indigo-dusk-silk-cotton | /collection/red-blue-madras-check-cotton | /collection/lime-and-gold-cotton-classic | /collection/kesari-sunset-chiffon-saree | /collection/pressed-bloom-sheer-chiffon | /collection/rose-vine-stripe-chiffon-saree,/collection/tangerine-noir-floral-border-weave,no,/collection/tangerine-noir-floral-border-weave: body | /collection/midnight-garden-georgette-saree: body | /collection/charcoal-gold-organza-heirloom-drape: body | /collection/beige-organza-peach-bloom: body | /collection/indigo-dusk-silk-cotton: body,
applicable,10,/policies/privacy-policy | /policies/return-refund-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /policies/cancellation-policy | /privacy-policy | /return-policy | /terms-of-service,/policies/privacy-policy,no,/policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/terms-of-service: body | /policies/authentication-condition-policy: body | /policies/cancellation-policy: body,
approved,10,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
choice,10,/ | /faqs | /policies/privacy-policy | /privacy-policy | /faq,/,no,/: body | /faqs: body | /policies/privacy-policy: body | /privacy-policy: body | /faq: body,
confirmation,10,/policies/privacy-policy | /policies/shipping-delivery-policy | /policies/terms-of-service | /privacy-policy | /shipping-policy | /terms-of-service,/policies/privacy-policy,no,/policies/privacy-policy: body | /policies/shipping-delivery-policy: body | /policies/terms-of-service: body | /privacy-policy: body | /shipping-policy: body,
